"";"Champs";"Regie";"Soil_type";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"1321";"10";"Conventional";"Sand";14,88989;9812,6;168;27916,28;0,94;40,14;13,38;71,36;10,704;27,69375;9,7902;1,798272;1,784;0,892;0;4,43733;9;24,44105;44,61544;528,1368;7,110076;10,10521;0,2697878;1,337771;0,8908042;0,2177446;145,9714;1,1446;0,0685;0,4617;0,4626;0,1362;0,006;1e-04;0,0026;0,0153;0,004;0,0052
"1322";"10";"Conventional";"Sand";14,88989;9812,6;168;30334,09;0,94;40,14;13,38;71,36;10,704;27,69375;9,7902;1,798272;1,784;0,892;0;4,447535;9;30,1715;47,88629;550,0799;7,300681;7,873661;0,2102681;2,893276;1,268377;0,2201294;138,0337;1,0924;0,0728;0,4519;0,5017;0,1413;0,005;1e-04;0,0016;0,0181;0,0045;0,0036
"1323";"45";"Conventional";"Sand";14,88989;9812,6;168;32029,23;0,94;26,76;13,38;71,36;10,704;27,69375;7,62804;2,014065;1,784;0,892;0;4,569995;17;35,76475;63,26828;867,2316;5,744087;3,931745;0,294902;0,8320344;0,4366283;0,02185995;289,2778;1,3262;0,0654;0,4049;0,5927;0,148;0,004;1e-04;0,0054;0,0094;0,0054;0,0014
"1324";"45";"Conventional";"Sand";14,88989;9812,6;168;32261,19;0,94;26,76;13,38;71,36;10,704;27,69375;15,44634;2,44565;1,784;0,892;0;4,569995;17;114,7814;152,4773;1070,828;12,96694;11,67089;0,3374995;2,319673;0,9783446;0,1292987;322,6614;0,68954;0,0777;0,3991;0,5151;0,1683;0,005;1e-04;0,0025;0,0106;0,0064;8e-04
"1325";"45";"Conventional";"Sand";14,88989;9812,6;168;34384,58;0,94;40,14;13,38;71,36;10,704;27,69375;7,62804;2,661443;1,784;0,892;0;4,508765;17;98,7472;86,26265;883,5659;9,837365;9,401402;0,2928386;0,6461557;0,9362729;0,02328891;254,4219;0,85975;0,0621;0,4;0,664;0,1395;0,005;0;0,0098;0,0119;0,0051;0,0013
"1326";"45";"Conventional";"Sand";14,88989;9812,6;168;31333,33;0,964;40,14;0;71,36;10,704;27,69375;0;2,229857;1,784;0,892;0;4,549585;17;103,1232;87,09719;1134,396;8,692343;7,335909;0,431037;2,803178;1,227822;0,01381373;238,5825;1,1716;0,0713;0,431;0,5546;0,1381;0,006;4e-04;0,0064;0,0125;9e-04;0,0029
"1327";"45";"Conventional";"Sand";14,88989;9812,6;168;36927,29;1;40,14;13,38;71,36;10,704;27,69375;0;2,661443;1,784;0,892;0;4,508765;17;41,21497;110,6448;1273,335;8,142887;6,393679;0,3316438;1,538354;0,6810308;0,01983882;284,533;1,0629;0,0681;0,4139;0,4662;0,1216;0,005;2e-04;0,0053;0,0106;0,0012;0,0043
"1328";"45";"Conventional";"Sand";14,88989;9812,6;168;41968,1;0,976;40,14;26,76;71,36;10,704;27,69375;0;1,798272;1,784;0,892;0;4,549585;17;40,50636;62,84378;931,1726;6,982873;4,098936;0,2272388;0,8308652;0,4036925;0,08802589;197,5734;0,98856;0,0747;0,4428;0,5148;0,1382;0,006;3e-04;0,0104;0,0131;0,0011;0,0069
"1329";"45";"Conventional";"Sand";14,88989;9812,6;168;26988,41;0,94;40,14;26,76;71,36;10,704;27,69375;0;1,798272;1,784;0,892;0;4,651635;17;96,66973;89,74649;786,6426;11,78221;9,323059;0,5303781;1,520322;0,705609;0,1176288;228,6963;1,1271;0,0848;0,4094;0,4594;0,1328;0,004;2e-04;0,0045;0,0099;0,0011;0,0017
"1330";"45";"Conventional";"Sand";14,88989;9812,6;168;44956,9;1;40,14;13,38;0;10,704;14,56351;0;2,661443;1,784;0,892;0;4,55979;17;63,2274;91,24783;1521,076;4,625816;6,49471;0,2998743;1,385984;0,480534;0,04266253;287,5346;0,87245;0,0656;0,255;0,5746;0,1618;0,006;1e-04;0,0065;0,0127;0,0015;0,003
"1331";"45";"Conventional";"Sand";14,88989;9812,6;168;38372,62;0,952;40,14;13,38;71,36;10,704;27,69375;0;2,44565;1,784;0,892;0;4,33528;17;28,71347;64,58331;643,0042;6,05627;6,689887;0,2724135;0,7294583;0,5258461;0,3000333;262,7294;1,024;0,0723;0,4419;0,4626;0,1246;0,005;2e-04;0,008;0,011;0,0012;0,0039
"1332";"45";"Conventional";"Sand";14,88989;9812,6;168;29709,56;0,964;40,14;13,38;71,36;10,704;27,69375;0;2,014065;1,784;0,892;0;4,508765;17;118,911;155,5496;1036,288;13,28828;10,67566;0,3513317;1,442726;1,545966;0,01663785;291,4813;1,1243;0,0803;0,4269;0,4864;0,1469;0,006;2e-04;0,0037;0,0138;0,0018;0,0018
"1333";"45";"Conventional";"Sand";14,88989;9812,6;168;47874,33;0,988;40,14;13,38;107,04;10,704;34,25887;0;2,661443;1,784;0,892;0;4,62102;17;60,45641;83,32962;1183,143;8,138668;5,190393;0,3221035;1,490577;0,4862377;0,1149689;274,7064;0,99172;0,0641;0,3954;0,5055;0,1279;0,005;2e-04;0,0049;0,0133;0,0016;0,0016
"1334";"45";"Conventional";"Sand";14,88989;9812,6;168;41602,31;0,964;40,14;13,38;71,36;10,704;27,69375;0;2,877235;1,784;0;0;4,64143;17;114,9356;116,0321;835,7529;13,04687;12,36921;0,5130677;1,282911;1,22192;0,1836864;282,4947;0,90402;0,0748;0,3958;0,5553;0,1465;0,003;1e-04;0,0037;0,0102;0,0017;0,0038
"1335";"45";"Conventional";"Sand";14,88989;9812,6;168;43101,17;0,988;40,14;13,38;71,36;10,704;27,69375;0;2,661443;1,784;0,892;0;4,43733;17;85,82715;135,166;1246,426;13,33478;8,325398;0,2986539;1,422255;0,9706411;0,04542538;267,5033;1,0401;0,074;0,4031;0,5429;0,1502;0,005;1e-04;0,0048;0,0113;0,0014;0,0034
"1336";"45";"Conventional";"Sand";14,88989;9812,6;168;39416,47;0,976;40,14;13,38;71,36;10,704;27,40224;0;2,661443;0;0,892;0;4,488355;17;41,54478;121,4325;1017,975;7,953749;4,835679;0,3132512;0,8361129;0,4336323;0,03308666;278,8123;1,1012;0,0751;0,4163;0,5233;0,1486;0,005;1e-04;0,004;0,0097;0,0016;0,0023
"1337";"45";"Conventional";"Sand";14,88989;9812,6;168;40513,85;0,976;40,14;13,38;71,36;0;13,42175;0;2,661443;1,784;0,892;0;4,53938;17;128,7496;114,7351;1056,788;14,84735;11,46732;0,5875663;1,098712;1,33902;0,0809106;302,4056;0,87239;0,0938;0,4284;0,4736;0,1307;0,005;1e-04;0,0092;0,014;0,0017;0,0019
"1338";"A9";"Organic";"Sand";15,04725;9065;56;22402,61;1;26,76;13,38;71,36;10,704;27,69375;58,527;1,798272;1,784;0,892;0;4,45774;13;23,27;34,35;1045,7;11,58;4,64;0,26;1,331123;0,45;10,66434;113,69;0,8907;0,1128397;0,5731375;0,8851594;0,2493369;0,01554858;0,0004739326;0,00840236;0,03492142;0,002296721;0,01386378
"1339";"A9";"Organic";"Sand";15,04725;9065;56;26337,12;1;40,14;13,38;71,36;10,704;27,69375;58,527;0,3596544;1,784;0,892;0;4,43733;13;17,01;26,67;885,29;9,33;4,69;0,19;0,5207983;0,44;0,4973052;102,5;1,0065;0,1090222;0,6042046;0,7754949;0,202888;0,01257999;0,0005301977;0,008409952;0,03483288;0,002136355;0,01313384
"1340";"A9";"Organic";"Sand";15,04725;9065;56;33224,75;1;40,14;13,38;71,36;10,704;27,69375;53,34588;0,3596544;1,784;0,892;0;4,41692;13;24,69;41,82;1211,59;11,81;5,72;0,25;1,509729;0,62;0,1794666;106,29;1,0253;0,1148637;0,6074504;0,7755305;0,1896298;0,01013902;0,0006306925;0,01023635;0,02561056;0,002271544;0,01294396
"1341";"A9";"Organic";"Sand";15,04725;9065;56;27755,69;1;53,52;13,38;71,36;10,704;27,69375;63,46368;0,7193088;1,784;0,892;0;4,45774;13;21,71;29,8;980,1;11,24;5,81;0,22;0,3867532;0,68;0,02755237;108,17;1,0201;0,1142611;0,6865708;0,7388332;0,192602;0,009222511;0,000530819;0,01077045;0,02270519;0,002069879;0,01378454
"1342";"A9";"Organic";"Sand";15,04725;9065;56;25328,96;1;40,14;13,38;71,36;10,704;919,6937;65,646;0;1,784;0,892;0;4,43733;13;15,94;25,26;786,54;8,52;4,75;0,21;1,617695;0,47;0,04058355;105,83;0,64568;0,1252839;0,7500316;0,7010942;0,2047604;0,01337978;0,0005217914;0,01081563;0,03966821;0,002061608;0,02026136
"1343";"A9";"Organic";"Sand";15,04725;9065;56;28308,84;1;40,14;13,38;71,36;10,704;919,6937;55,71468;0;1,784;0,892;0;4,43733;13;18,24;38,76;1099,86;9,4;4,63;0,22;0,6825302;0,54;0,02091005;109,86;1,0555;0,1310002;0,7248011;0,7182577;0,2137766;0,01379298;0,0005305344;0,009762105;0,0373024;0,002043086;0,01830043
"1344";"A9";"Organic";"Sand";15,04725;9065;56;30887,24;1;40,14;13,38;0;10,704;14,56351;54,6588;0,3596544;1,784;0,892;0;4,47815;13;25,6;35,18;1131,41;12,09;5,63;0,32;0,7644506;0,61;0,001052948;102,67;1,0204;0,1246489;0,6388991;0,8070766;0,2052994;0,01214963;0,0005105075;0,008808374;0,02383603;0,001961492;0,01299755
"1345";"A9";"Organic";"Sand";15,04725;9065;56;30896,16;1;40,14;13,38;71,36;10,704;473,6937;55,71468;0,3596544;1,784;0,892;0;4,488355;13;17,85;41,35;1087,46;10,38;5,24;0,28;0,9715355;0,55;0,7696467;143,19;1,1693;0,1235645;0,63408;0,7477175;0,2059251;0,01238366;0,0005668311;0,006653969;0,03022556;0,001831908;0,01100364
"1346";"A9";"Organic";"Sand";15,04725;9065;56;34455,95;1;53,52;13,38;71,36;10,704;27,69375;65,41668;0,3596544;1,784;0,892;0;4,386305;13;19,3;42,69;1181,46;10,16;5,24;0,25;1,078501;0,56;0,2084752;89,49;1,1002;0,1152932;0,6995831;0,7131194;0,1839971;0,01160291;0,0005698048;0,008660413;0,02268129;0,001824592;0,01154726
"1347";"A9";"Organic";"Sand";15,04725;9065;56;35267,84;1;40,14;13,38;71,36;10,704;250,6937;66,43728;1,798272;1,784;0,892;0;4,325075;13;22,59;38,31;1009,24;11,59;6,37;0,24;1,421687;0,71;0,04442283;100;1,0444;0,1089537;0,6736229;0,8204985;0,2078157;0,01664065;0,0005518828;0,008405473;0,02808845;0,00188155;0,01310828
"1348";"A8";"Organic";"Sand";15,04725;9065;56;17575,93;1;32,112;13,38;57,088;10,704;25,0677;59,63958;0;1,784;0,892;0;4,472027;13;21,28;31,106;1141,006;10,964;4,87;0,272;0,8408178;0,494;1,924157;112,774;0,9;0,11;0,6;1,01;0,21;0,003;0;0,008;0,031;0,003;0,011
"1349";"A9";"Organic";"Sand";15,04725;9065;56;21474,75;1;40,14;13,38;64,224;10,704;26,38072;67,70358;0;1,784;0,892;0;4,439371;13;23,048;34,816;1128,058;11,616;5,606;0,3;1,194945;0,604;2,030685;110,002;1;0,11;0,55;1,03;0,23;0,003;0;0,006;0,034;0,003;0,009
"1350";"A10";"Organic";"Sand";15,04725;9065;56;18700,07;0,9941176;33,6264;17,662;68,31972;9,5572;82,49319;58,04316;0;1,8514;0,7136;0;4,490274;13,4;52,674;88,78;1149,244;25,356;8,962;0,57;1,857223;0,838;2,156414;129,402;1;0,11;0,52;1,11;0,22;0,003;0;0,006;0,051;0,003;0,009
"1351";"A11";"Organic";"Sand";15,04725;9065;56;21688,87;0,996875;33,65424;17,6823;68,48422;9,5601;83,35719;63,31374;0;1,8514;0,7136;0;4,50252;13,4;53,432;78,892;1136,98;24,81;8,996;0,544;1,313337;0,79;2,219475;141,198;0,9;0,11;0,6;0,99;0,22;0,003;0;0,008;0,041;0,003;0,011
"1352";"B2";"Organic";"Organic";15,04725;9065;56;36659,64;0,9042791;42,5448;16,36;80,5552;9,3712;64,6174;54,69912;0;1,8192;0,7136;0;4,4217;13,6;72,214;72,42;986,502;25,954;13,824;0,568;1,918416;0,9;0,08525677;141,956;1,1;0,1;0,53;1,17;0,2;0,002;0;0,005;0,026;0,002;0,008
"1353";"D6";"Organic";"Organic";15,04725;9065;56;17718,67;0,9813333;44,32272;17,6564;69,808;9,5564;26,20237;55,51434;0;1,4272;0,7136;0;4,464151;13,2;40,594;97,25;1030,156;22,478;8,014;0,372;1,632799;0,92;0,01506525;122,648;0,9;0,11;0,6;1,13;0,22;0,003;0;0,005;0,032;0,003;0,008
"1354";"D7";"Organic";"Sand";15,04725;9065;56;20047,26;1;40,14;13,38;64,224;10,704;26,38072;68,82498;0;1,784;0,892;0;4,439371;13;23,048;34,816;1128,058;11,616;5,606;0,3;1,194945;0,604;2,030685;110,002;0,9;0,12;0,63;1,03;0,23;0,003;0;0,005;0,048;0,003;0,009
"1355";"D9";"Organic";"Sand";15,04725;9065;56;23580,29;1;40,14;13,38;64,224;10,704;26,38072;59,64336;0;1,784;0,892;0;4,443453;13;22,102;33,666;1085,688;11,21;5,568;0,28;1,159098;0,582;2,158119;113,73;1;0,12;0,56;1,09;0,23;0,003;0;0,006;0,037;0,003;0,009
"1356";"D10";"Organic";"Sand";15,04725;9065;56;25980,25;0,9586207;47,70144;23,2978;94,63032;8,6038;83,00631;59,05494;0;1,4806;0,5352;0;4,548111;14,2;55,172;136,234;1218,292;32,484;10,878;0,754;1,717;1,182;0,1900149;165,234;1;0,12;0,56;1,01;0,23;0,003;0;0,005;0,04;0,003;0,008
"1357";"D11";"Organic";"Sand";15,04725;9065;56;23089,59;0,9133333;47,40144;26,2568;93,2906;7,268;116,0253;64,81566;0;1,0846;0,3568;0;4,620645;13,8;76,37;158,7;1247,434;37,818;12,34;0,616;2,310841;1,394;0,3105538;177,626;1;0,11;0,59;0,99;0,22;0,003;0;0,005;0,043;0,003;0,008
"1358";"E5";"Organic";"Sand";15,04725;9065;56;24338,64;1;34,788;13,38;78,496;10,704;29,00677;62,0109;0;1,784;0,892;0;4,439371;13;21,526;35,63;1146,558;11,218;5,574;0,286;1,076304;0,554;2,074793;118,54;0,9;0,13;0,65;0,95;0,23;0,003;0;0,006;0,041;0,003;0,009
"1359";"E7";"Organic";"Sand";15,04725;9065;56;34937,73;1;45,492;13,38;64,224;10,704;26,38072;70,77924;0;1,784;0,892;0;4,435289;13;22,168;37,482;1146,32;11,476;5,462;0,264;1,367355;0,61;0,03674323;106,028;1;0,11;0,57;0,94;0,2;0,003;0;0,008;0,023;0,002;0,011
"1360";"10";"Conventional";"Sand";15,04725;9065;56;2185,839;0,94;0;13,38;71,36;10,704;27,69375;9,7902;1,798272;1,784;0,892;0;4,66184;10;30,28;24,56;984,12;7,83;6,31;0,26;0,6723175;0,99;0,06562007;57,04;0,55194;0,108551;0,5967327;0,6897538;0,1635058;0,01232073;0,0005008165;0,0128134;0,06386346;0,001780228;0,01388635
"1361";"10";"Conventional";"Sand";15,04725;9065;56;21251,7;0,94;13,38;13,38;71,36;10,704;27,69375;9,7902;1,798272;1,784;0,892;0;4,27405;10;24,93;34,92;552,68;11,33;7,92;0,26;1,31467;0,8;0,4262297;93,18;0,73894;0,1026793;0,6142383;0,7440683;0,1669861;0,01486501;0,0004931188;0,01430001;0,05675965;0,001733302;0,02033574
"1362";"10";"Conventional";"Sand";15,04725;9065;56;21055,42;0,94;13,38;13,38;71,36;10,704;27,69375;9,7902;2,014065;1,784;0,892;0;4,49856;10;34,3;47,12;629,61;9,1;8,88;0,17;0,8559622;1,09;0,07888412;109,2;0,79523;0,09899037;0,6338175;0,7177664;0,1679421;0,01534078;0,0004735828;0,007770405;0,05288851;0,00178287;0,01045052
"1363";"10";"Conventional";"Sand";15,04725;9065;56;30566,05;0,94;26,76;13,38;71,36;10,704;27,69375;9,7902;2,014065;1,784;0,892;0;4,325075;10;19,52;35,21;491,94;9,12;9,16;0,15;0,7557136;0,73;0,05502529;108,66;0,84102;0,09543589;0,6473058;0,6755458;0,1494983;0,01059693;0,0004158558;0,008355159;0,03219945;0,00150165;0,01233592
"1364";"10";"Conventional";"Sand";15,04725;9065;56;27488,03;0,94;26,76;13,38;71,36;10,704;27,69375;9,7902;1,798272;1,784;0,892;0;4,39651;10;32,1;39,23;509,03;10,61;9,96;0,26;2,114422;1,11;0,3077531;91,23;0,94049;0,1046066;0,6113575;0,7573297;0,1814077;0,01169561;0,0005040008;0,006575213;0,03491311;0,001926281;0,01312233
"1365";"10";"Conventional";"Sand";15,04725;9065;56;34527,33;0,94;40,14;13,38;71,36;10,704;27,69375;0;2,229857;1,784;0,892;0;4,345485;10;19,99;40,76;516,4;8,51;7,56;0,22;1,505037;0,65;0,1678949;91,89;1,0418;0,1233379;0,6872172;0,553997;0,1451765;0,01186886;0,0004876229;0,00612143;0,0273558;0,001490186;0,009322117
"1366";"10";"Conventional";"Sand";15,04725;9065;56;23410,78;0,94;40,14;13,38;71,36;10,704;27,69375;0;2,014065;1,784;0,892;0;4,29446;10;22,49;32,02;470,21;10,15;11,98;0,17;1,47779;1,06;0,0982659;104,35;1,0702;0,1119418;0,6620206;0,6164514;0,1571984;0,01097208;0,0004654629;0,00539395;0,02612496;0,001348987;0,00964184
"1367";"10";"Conventional";"Sand";15,04725;9065;56;46625,27;0,94;53,52;13,38;71,36;10,704;27,69375;0;2,44565;1,784;0,892;0;4,27405;10;16,01;31,85;437,08;7,63;6,86;0,09;1,124805;0,61;0,2096568;82,63;1,2498;0,1347292;0,7953649;0,5725895;0,1635362;0,01190082;0,0005089757;0,006531472;0,0199131;0,001453845;0,01094465
"1368";"10";"Conventional";"Sand";15,04725;9065;56;40094,52;0,94;53,52;13,38;71,36;10,704;27,69375;0;2,229857;1,784;0,892;0;4,447535;10;21,62;26,93;466,07;7,48;5,81;0,03;0,8136188;0,65;0,1340165;72,02;1,1416;0,1202146;0,6862286;0,5886382;0,1656288;0,007560234;0,0004969013;0,00544404;0,0254544;0,001524766;0,009332647
"1369";"10";"Organic";"Sand";15,04725;9065;56;27104,4;0,94;0;13,38;71,36;10,704;27,69375;59,5728;1,798272;1,784;0,892;0;4,35569;10;20,8;32,27;409,28;7,8;5,95;0,03;0,6146973;0,67;0,1144996;67,06;0,61958;0,0852513;0,6141487;0,5610849;0,1439331;0,01756952;0,0003083034;0,006117668;0,01203544;0,001181454;0,006984813
"1370";"10";"Conventional";"Sand";15,04725;9065;56;38604,59;0,94;40,14;13,38;71,36;10,704;250,6937;2,4255;2,229857;1,784;0,892;0;4,304665;10;19,36;37,44;488,21;8,33;8,39;0,03;2,708234;0,77;0,05962513;104,77;1,0479;0,1095719;0,623521;0,6883114;0,1706485;0,009154046;0,0004247633;0,006657219;0,02429146;0,001501471;0,01000632
"1371";"10";"Conventional";"Sand";15,04725;9065;56;29888;0,94;40,14;13,38;71,36;10,704;250,6937;0;1,798272;1,784;0,892;0;4,365895;10;18,47;30,49;538,95;6,87;7,16;0,03;2,6243;0,65;0,06021169;86,32;1,0915;0,1158501;0,7096821;0,5451835;0,156904;0,009160154;0,0005521159;0,005348482;0,01648834;0,001312219;0,01077844
"1372";"10";"Organic";"Sand";15,04725;9065;56;25783,97;0,94;53,52;13,38;71,36;10,704;27,69375;58,842;2,014065;1,784;0,892;0;4,29446;10;18,35;29,4;441,29;8,48;8,34;0,02;1,301642;0,66;0,1149687;95,08;1,1258;0,1216325;0,6471309;0,6278011;0,157863;0,009111495;0,0004565487;0,006343554;0,02205396;0,001791442;0,007797926
"1373";"10";"Conventional";"Sand";15,04725;9065;56;23598,13;0,94;40,14;13,38;0;10,704;14,56351;0;1,798272;1,784;0,892;0;4,35569;10;25,12;39,7;531,63;7,79;8,38;0,17;2,952663;0,85;0,6180679;119,15;1,1497;0,1205502;1,051938;0,6007891;0,1619037;0,007905198;0,0005003143;0,00488115;0,02065442;0,001677276;0,008115642
"1374";"10";"Conventional";"Sand";15,04725;9065;56;39853,64;0,94;40,14;13,38;35,68;10,704;21,12863;0;2,014065;1,784;0,892;0;4,427125;10;21,68;24,15;518,79;7,6;5,64;0,08;3,436663;0,73;0,2540758;73,86;1,1049;0,1211503;0,7010458;0,6827181;0,1656186;0,01209005;0,0004737851;0,006649347;0,02725947;0,001619836;0,01146434
"1375";"10";"Conventional";"Sand";15,04725;9065;56;32867,87;0,94;40,14;13,38;35,68;10,704;21,12863;0;2,229857;1,784;0,892;0;4,386305;10;30,46;34,23;493,66;9,01;7,87;0,17;2,346365;1,02;0,06220444;86,4;1,1084;0,1136055;0,6388354;0,6844986;0,1801693;0,008497269;0,0005456104;0,00647683;0,03469209;0,001692474;0,009921309
"1376";"10";"Conventional";"Sand";15,04725;9065;56;33760,05;0,94;40,14;13,38;71,36;10,704;27,69375;0;2,229857;1,784;0,892;0;4,31487;10;23,99;54,65;586,74;11,11;8,27;0,28;1,964303;0,81;0,2080481;94,27;0,95834;0,1072587;0,6348435;0,6683863;0,1578427;0,00988837;0,0004297901;0,007203228;0,02732768;0,001646745;0,01070718
"1377";"10";"Conventional";"Sand";15,04725;9065;56;31832,95;0,94;40,14;13,38;71,36;10,704;27,69375;0;1,798272;1,784;0,892;0;4,43733;10;20,59;29,4;527,28;8,81;5,45;0,18;0,9490571;0,55;0,04443172;69,79;1,0994;0,1101258;0,6646379;0,693565;0,1697752;0,008374679;0,0004796531;0,006425435;0,0251088;0,001672599;0,01026117
"1378";"10";"Conventional";"Sand";15,04725;9065;56;47910,01;0,94;40,14;13,38;107,04;10,704;34,25887;0;2,014065;1,784;0,892;0;4,284255;10;16,65;32,89;467,24;8,39;7,22;0,18;1,18408;0,52;0,1284398;94,17;1,123;0,113826;0,7010615;0,6471465;0,1645241;0,01065479;0,0004241241;0,005723828;0,02412013;0,001438929;0,008932886
"1379";"10";"Conventional";"Sand";15,04725;9065;56;32671,59;0,94;40,14;13,38;107,04;10,704;34,25887;2,4255;2,877235;1,784;0,892;0;4,45774;10;23,38;40,738;515,27;9,528;7,414;0,222;1,62258;0,75;0,1285283;86,818;1,1031;0,1050013;0,7004388;0,6218852;0,1501834;0,009220254;0,0004235529;0,006355502;0,02694104;0,001390654;0,0101844
"1380";"10";"Organic";"Sand";15,04725;9065;56;29888;0,94;26,76;13,38;71,36;10,704;27,69375;55,7928;2,014065;1,784;0,892;0;4,35569;10;25,66;30,87;395,99;9,34;10,4;0,27;0,8438473;1,07;0,0624071;93,59;0,82974;0,107423;0,6884813;0,6992206;0,1739277;0,01624556;0,000434688;0,005751434;0,0329995;0,001532549;0,008008242
"1381";"10";"Conventional";"Sand";15,04725;9065;56;35151,85;0,94;40,14;13,38;71,36;10,704;27,69375;0;2,229857;1,784;0,892;0;4,243435;10;21,87;44,65;452,27;10,2;7,92;0,26;1,34814;0,72;0,1600624;91,74;1,0723;0,1127304;0,6403689;0,6977901;0,171451;0,01120924;0,000440797;0,006264517;0,02659265;0,001607346;0,009547446
"1382";"4";"Conventional";"Sand";15,04725;9065;56;30628,51;0,94;40,14;13,38;57,088;10,704;25,0677;0;2,877235;1,784;0,892;0;4,443453;11,6;32,704;41,156;704,174;10,022;6,426;0,232;1,393903;0,73;0,09076868;98,46;1;0,12;0,59;1;0,19;0,007;0;0,007;0,028;0,003;0,008
"1383";"7";"Conventional";"Sand";15,04725;9065;56;33331,81;0,94;40,14;13,38;57,088;10,704;25,0677;0;2,877235;1,784;0,892;0;4,410797;10;24,072;38,304;502,2;9,05;7,042;0,178;1,503662;0,758;0,09917887;78,958;1,1;0,11;0,59;1;0,2;0,007;0;0,01;0,033;0,003;0,009
"1384";"11";"Conventional";"Sand";15,04725;9065;56;31029,99;0,94;40,14;13,38;57,088;10,704;25,0677;2,41794;1,726341;1,784;0,892;0;4,410797;10;32,704;41,156;704,174;10,022;6,426;0,232;1,393903;0,73;0,09076868;98,46;1;0,11;0,55;0,96;0,2;0,007;0;0,01;0,028;0,003;0,009
"1385";"12";"Conventional";"Sand";15,04725;9065;56;33385,34;0,906023;42,79544;20,8755;71,94518;8,7601;88,89183;2,48094;0,575447;1,69446;0,7136;0;4,453536;10,4;50,498;83,774;598,146;26,81;10,458;0,386;1,966034;1,074;0,1471664;117,806;1,1;0,11;0,57;1,03;0,2;0,007;0;0,011;0,025;0,002;0,01
"1386";"15";"Conventional";"Sand";15,04725;9065;56;30146,73;0,9088276;40,17376;22,31558;62,34772;6,6236;94,68876;7,56756;0;1,33766;0,5352;0;4,476275;11,2;74,9;124,644;925,998;37,388;11,004;0,47;2,535173;1,492;0,2255568;136,34;1;0,1;0,57;0,97;0,2;0,005;0;0,011;0,034;0,003;0,009
"1387";"16";"Conventional";"Sand";15,04725;9065;56;33751,13;0,9413846;38,56856;21,06438;74,97752;6,6186;94,23974;2,47212;0;1,33766;0,3568;0;4,577915;14,4;87,86;125,728;1157,39;36,342;10,252;0,548;1,843637;1,368;0,197923;180,222;1;0,11;0,55;1,05;0,21;0,005;0;0,01;0,03;0,002;0,006
"1388";"17";"Conventional";"Sand";15,04725;9065;56;32564,53;0,9268197;38,59104;21,0801;62,40882;6,6243;91,15204;5,04882;0;1,33214;0,5352;0;4,484439;12,8;77,772;118,376;1064,896;36,354;9,876;0,586;2,021309;1,3;0,1073532;144,562;1,1;0,1;0,51;1,01;0,19;0,006;0;0,005;0,023;0,003;0,007
"1389";"22";"Conventional";"Sand";15,04725;9065;56;43020,87;0,94;32,112;13,38;71,36;10,704;27,69375;0;1,150894;1,784;0,7136;0;4,541421;16,4;93,158;54,206;904,07;12,894;8,442;0,658;1,702748;1,088;0,1968761;145,602;1;0,09;0,47;0,82;0,16;0,004;0;0,005;0,014;0,002;0,009
"1390";"26";"Conventional";"Sand";15,04725;9065;56;34937,73;0,952;38,34532;18,33054;57,12116;8,5632;34,2276;0;1,726341;1,57952;0,7136;0;4,376798;10,6;44,284;85,336;754,078;24,272;9,6;0,3;2,097365;1,05;0,1492851;113,482;1;0,09;0,58;1,13;0,19;0,006;0;0,01;0,032;0,003;0,013
"1391";"45";"Conventional";"Sand";15,04725;9065;56;48356,1;0,94;0;13,38;71,36;10,704;27,69375;0;2,877235;1,784;0,892;0;4,549585;18;143,81;53,46;1246,78;16,97;12,81;1,05;3,093955;1,46;0,7939223;190,75;0,96656;0,09820465;0,5915075;0,7736253;0,1830464;0,01164064;0,0004176808;0,008036133;0,02264493;0,001963634;0,006357481
"1392";"45";"Conventional";"Sand";15,04725;9065;56;44225,31;0,94;0;13,38;71,36;10,704;27,69375;0;2,877235;1,784;0,892;0;4,692455;18;97,54;49,49;1032,45;11,05;7,29;0,73;2,58098;1,26;0,2746154;157,43;0,9862;0,09677995;0,5823468;0,7413902;0,1608216;0,007761504;0,0003573283;0,004229122;0,02042989;0,001675274;0,005041359
"1393";"45";"Conventional";"Sand";15,04725;9065;56;39639,51;0,94;13,38;13,38;71,36;10,704;27,69375;0;2,877235;1,784;0,892;0;4,569995;18;109,82;49,22;880,01;15,29;8,96;0,95;1,496838;1,32;0,4298883;161,82;0,94715;0,1103514;0,6442063;0,5956398;0,1746695;0,01043979;0,000393879;0,005353783;0,01697079;0,001540064;0,005329481
